1052318	
1052319	
1052320	
1052321	
1052322	
1052323	
1052324	
1052325	
1052326	
1052327	
1052328	
1052329	
1052330	
1052331	
1052332	
1052333	
1052334	
1052335	
1052337	
1052338	
1052340	
1052341	
1052343	
1052344	
1052345	
1052346	
1052347	
1052348	
1052349	
1052350	
1052351	
1052352	
1052353	
1052354	
1052355	
1052357	
1052360	
1052361	
1052362	
1052363	
1052364	
1052365	
1052366	
1052367	
1052368	
1052369	
1052370	
1052371	
1052372	
1052373	
1052374	
1052375	
1052376	
1052377	
1052378	
1052379	
1052380	
1052381	
1052382	
1052383	
1052384	
1052385	
1052387	
1052388	
1052389	
1052390	
1052391	
1052392	
1052393	
1052394	
1052395	
1052396	
1052398	
1052399	
1052400	
1052401	
1052402	
1052403	
1052404	
1052405	
1052406	
1052407	
1052408	
1052409	
1052410	
1052411	
1052412	
1052413	
1052414	
1052415	
1052416	
1052417	
1052418	
1052419	
1052420	
1052421	
1052422	
1052423	
1052424	
1052425	
1052426	
1052427	
1052428	
1052429	
1052430	
1052431	
1052432	
1052433	
1052434	
1052435	
1052436	
1052437	
1052438	
1052439	
1052440	
1052441	
1052442	
1052443	
1052444	
1052445	
1052446	
1052447	
1052448	
1052449	
1052450	
1052451	
1052452	
1052453	
1052454	
1052455	
1052456	
1052457	
1052458	
1052459	
1052460	
1052461	
1052462	
1052463	
1052464	
1052465	
1052466	
1052467	
1052468	
1052469	
1052470	
1052471	
1052472	
1052473	
1052474	
1052475	
1052476	
1052477	
1052478	
1052479	
1052480	
1052481	
1052483	
1052484	
1052485	
1052486	
1052487	
1052488	
1052489	
1052490	
1052491	
1052492	
1052493	
1052495	
1052496	
10524	Homo sapiens (Human) [9606]
1052603	
1052604	
1052671	Mycobacterium [1763]
1052672	Mycobacterium [1763]
1052673	Mycobacterium [1763]
1052693	
1052694	
1052695	
1052696	
1052697	
1052698	
1052699	
1052700	
1052701	
1052702	
1052703	
1052705	
1052707	
1052708	
1052709	
1052710	
1052711	
1052712	
1052713	
1052714	
1052715	
1052716	
1052717	
1052718	
1052719	
1052720	
1052721	
1052722	
1052723	
1052724	
1052725	
1052726	
1052727	
1052728	
1052729	
1052730	
1052731	
1052732	
1052733	
1052734	
1052735	
1052736	
1052737	
1052738	
1052739	
1052740	
1052741	
1052742	
1052743	
1052744	
1052745	
1052746	
1052747	
1052748	
1052749	
1052750	
1052751	
1052752	
1052753	
1052754	
1052755	
1052756	
1052757	
1052758	
1052759	
1052760	
1052761	
1052762	
1052763	
1052764	
1052765	
1052766	
1052767	
1052768	
1052769	
1052770	
1052771	
1052772	
1052773	
1052774	
1052775	
1052776	
1052777	
1052778	
1052779	
1052780	
1052781	
1052782	
1052783	
1052784	
1052785	
1052786	
1052787	
1052788	
1052789	
1052790	
1052791	
1052792	
1052793	
1052794	
1052795	
10527	Homo sapiens (Human) [9606]
10528	Homo sapiens (Human) [9606]
10529	Homo sapiens (Human) [9606]
1053139	
1053140	
1053141	
1053142	
1053143	
1053144	
1053145	
1053146	
1053147	
10532	Cercopithecinae [9528]
10534	Homo sapiens (Human) [9606]
10535	
10537	
10541	
1054461	Escherichia [561]
1054480	Escherichia coli [562]
1054656	
1054657	
1054659	
1054660	
1054661	
1054662	
1054663	
1054664	
1054666	
1054668	
1054669	
1054670	
1054671	
1054672	
1054673	
1054674	
1054675	
1054676	
1054677	
1054678	
1054679	
1054680	
1054681	
1054682	
1054683	
1054684	
1054685	
1054686	
1054687	
1054688	
1054689	
1054690	
1054692	
1054693	
1054694	
1054695	
1054701	
1054703	
1054704	
1054705	
1054706	
1054707	
1054708	
1054709	
1054710	
1054711	
1054712	
1054713	
1054714	
1054715	
1054716	
1054717	
1054718	
1054719	
1054720	
1054721	
1054722	
1054723	
1054724	
1054725	
1054726	
1054727	
1054728	
1054729	
1054730	
1054731	
1054732	
1054733	
1054734	
1054735	
1054736	
1054737	
1054738	
1054740	
1054741	
1054742	
1054743	
1054744	
1054745	
1054746	
1054747	
1054748	
1054751	
1054752	
1054753	
1054754	
1054755	
1054756	
1054757	
1054758	
1054759	
1054760	
1054761	
1054762	
1054763	
1054765	
1054766	
1054767	
1054768	
1054773	
1054774	
1054776	
1054777	
1054778	
1054779	
1054780	
1054781	
1054791	
1054792	
1054794	
1054796	
1054797	
1054798	
1054799	
10548	
1054800	
1054801	
1054802	
1054803	
1054804	
1054805	
1054806	
1054807	
1054808	
1054809	
1054810	
1054811	
1054812	
1054813	
1054814	
1054815	
1054816	
1054817	
1054818	
1054819	
1054820	
1054821	
1054822	
1054823	
1054824	
1054834	Escherichia coli [562]
1054968	Salmonella enterica subsp. enterica serovar Newport [108619]
1055340	
1055341	
1055342	
1055344	
1055345	
1055346	
1055347	
1055348	
1055349	
10553	Galliformes (fowls) [8976]
1055670	
1055671	
1055672	
1055673	
1055674	
1055675	
1055684	Homo sapiens [9606]
1055750	
1056038	
1056039	
1056044	
1056045	
1056047	
1056050	
1056051	
1056053	
1056054	
1056055	
1056056	
1056057	
1056067	
1056068	
1056073	
1056074	
1056075	
1056076	
1056077	
1056078	
1056079	
1056081	
10560	Bos taurus (Bovine) [9913]
10561	Bos taurus (Bovine) [9913]
10562	Bos taurus (Bovine) [9913]
10563	Bos taurus (Bovine) [9913]
1056489	
1056490	
1056492	
10564	Cervidae (deer) [9850]
10565	Cervus elaphus (Red deer) [9860]
10566	Homo sapiens [9606]
10567	
10567	Mastomys natalensis [10112]
1056830	Mycobacterium [1763]
1056831	
1056832	Mycobacterium [1763]
1056833	Mycobacterium [1763]
10568	Micromys minutus (European harvest mouse) [13151]
10569	Rangifer tarandus (Reindeer) (Cervus tarandus) [9870]
10570	Macaca mulatta (Rhesus macaque) [9544]
10571	Bos taurus [9913]
10573	Homo sapiens (Human) [9606]
10574	
10576	Pan paniscus (Pygmy chimpanzee) (Bonobo) [9597]
10579	Homo sapiens (Human) [9606]
10580	Homo sapiens (Human) [9606]
